Root,Serial,Word,Guideword,Level,Part of Speech,Topic
-,-,will do,-,C1,phrase,-
-,-,do your utmost,-,C1,phrase,-
-,-,do away with sth,-,C1,phrasal verb,-
-,-,no doubt,-,C1,phrase,-
-,-,down to earth,IDIOM,C1,phrase,-
-,-,dozens,-,C1,phrase,-
-,-,draw on sth,-,C1,phrasal verb,-
-,-,draw sth up or draw up sth,-,C1,phrasal verb,-
-,-,drive sb to sth; drive sb to do sth,-,C1,phrase,-
-,-,be due for sth,-,C1,phrase,-
-,-,dwell on/upon sth,-,C1,phrasal verb,-
-,-,have an ear for sth,-,C1,phrase,-
-,-,down to earth,IDIOM,C1,phrase,-
-,-,"how/what/why, etc. on earth?",-,C1,phrase,communication
-,-,(take) the easy way out,IDIOM,C1,phrase,-
-,-,easier said than done,IDIOM,C1,phrase,-
-,-,take effect,-,C1,phrase,-
-,-,have little/no effect,-,C1,phrase,-
-,-,the elderly,-,C1,phrase,-
-,-,make ends meet,IDIOM,C1,phrase,money
-,-,bring sth to an end,-,C1,phrase,-
-,-,endeavour to do sth,-,C1,phrase,-
-,-,have had enough,-,C1,phrase,-
-,-,"establish communication/relations, etc.",-,C1,phrase,-
-,-,establish sb/sth as sth,-,C1,phrase,-
-,-,even so,-,C1,phrase,-
-,-,break even,-,C1,phrase,money
-,-,in the event of sth,-,C1,phrase,-
-,-,in any event,-,C1,phrase,-
-,-,"better/faster/happier, etc. than ever",-,C1,phrase,-
-,-,every now and then,-,C1,phrase,-
-,-,do everything in your power to do sth,-,C1,phrase,-
-,-,"not exactly easy/new/rich, etc.",-,C1,phrase,-
-,-,exceed sb's expectations,-,C1,phrase,-
-,-,exceed the speed limit,-,C1,phrase,-
-,-,make an exception,-,C1,phrase,-
-,-,exceed sb's expectations,-,C1,phrase,-
-,-,at the expense of sth,-,C1,phrase,-
-,-,keep an eye out for sb/sth,IDIOM,C1,phrase,-
-,-,turn a blind eye (to sth),IDIOM,C1,phrase,-
-,-,be in the public eye,IDIOM,C1,phrase,-
-,-,at face value,IDIOM,C1,phrase,-
-,-,face the music,IDIOM,C1,phrase,-
-,-,"the English/law/science, etc. faculty",-,C1,phrase,education
-,-,fall flat,-,C1,phrase,-
-,-,far from sth,-,C1,phrase,-
-,-,far from it,-,C1,phrase,-
-,-,how far,-,C1,phrase,-
-,-,be a far cry from sth,IDIOM,C1,phrase,-
-,-,in sb's favour,-,C1,phrase,-
-,-,feel compelled to do sth,-,C1,phrase,-
-,-,bad/ill feeling,-,C1,phrase,-
-,-,finish off (sth) or finish (sth) off,-,C1,phrasal verb,people: actions
-,-,from start to finish,-,C1,phrase,-
-,-,first and foremost,-,C1,phrase,-
-,-,come first,-,C1,phrase,-
-,-,fit in,-,C1,phrasal verb,-
-,-,fit in with sth ,SUCCESSFUL PART,C1,phrasal verb,-
-,-,fix sth up,-,C1,phrasal verb,-
-,-,fall flat,-,C1,phrase,-
-,-,with flying colours,IDIOM,C1,phrase,-
-,-,the focus of sth,-,C1,phrase,-
-,-,the foot of sth,-,C1,phrase,-
-,-,set foot in/on sth,-,C1,phrase,-
-,-,for good,-,C1,phrase,-
-,-,for long,-,C1,phrase,-
-,-,for life,-,C1,phrase,-
-,-,for the time being,-,C1,phrase,-
-,-,for the most part,-,C1,phrase,-
-,-,for a start,-,C1,phrase,communication
-,-,first and foremost,-,C1,phrase,-
-,-,in the form of sth,-,C1,phrase,-
-,-,foul language,-,C1,phrase,-
-,-,free from/of sth,-,C1,phrase,-
-,-,"from then/that day, etc. on",-,C1,phrase,-
-,-,from start to finish,-,C1,phrase,-
-,-,from scratch,IDIOM,C1,phrase,-
-,-,"fulfil a duty/promise/responsibility, etc.",-,C1,phrase,-
-,-,"fulfil an ambition/dream/goal, etc.",-,C1,phrase,-
-,-,"fulfil criteria/requirements/qualifications, etc.",-,C1,phrase,-
-,-,"fulfil a function/need/role, etc.",-,C1,phrase,-
-,-,funds,-,C1,phrase,money
-,-,"a further 10/100, etc.",-,C1,phrase,-
-,-,gardens,-,C1,phrase,-
-,-,"gather speed/strength/support, etc.",-,C1,phrase,-
-,-,get a grip (on yourself),IDIOM,C1,phrase,-
-,-,get on sb's nerves,-,C1,phrase,-
-,-,get rid of sb,-,C1,phrase,-
-,-,get sth straight,-,C1,phrase,-
-,-,be getting at sth ,-,C1,phrasal verb,communication
-,-,get back to sb,-,C1,phrasal verb,communication
-,-,get into sth ,BE INTERESTED,C1,phrasal verb,-
-,-,get out,DIFFERENT PLACES,C1,phrasal verb,-
-,-,get (sb/sth) out,-,C1,phrasal verb,people: actions
-,-,get (sb) through sth,-,C1,phrasal verb,-
-,-,get through to sb,-,C1,phrasal verb,-
-,-,give sth a miss,-,C1,phrase,-
-,-,give way,-,C1,phrase,travel
-,-,give sb your word,-,C1,phrase,communication
-,-,be glad of sth,-,C1,phrase,-
-,-,at a glance,-,C1,phrase,-
-,-,go hand in hand,IDIOM,C1,phrase,-
-,-,keep sb going,-,C1,phrase,-
-,-,go from strength to strength,-,C1,phrase,-
-,-,go into sth,START,C1,phrasal verb,work
-,-,go into sth,BE USED,C1,phrasal verb,-
-,-,go off,EXPLODE,C1,phrasal verb,-
-,-,be good company,-,C1,phrase,people: personality
-,-,a good deal,-,C1,phrase,describing things
-,-,for good,-,C1,phrase,-
-,-,grab the opportunity/chance,-,C1,phrase,-
-,-,grab sb's attention,-,C1,phrase,-
-,-,get a grip (on yourself),IDIOM,C1,phrase,-
-,-,gain/lose ground,IDIOM,C1,phrase,-
-,-,on the grounds of/that,-,C1,phrase,-
-,-,go hand in hand,IDIOM,C1,phrase,-
-,-,at hand,-,C1,phrase,-
-,-,be in sb's hands,-,C1,phrase,-
-,-,happen to do sth,-,C1,phrase,-
-,-,as it happens,-,C1,phrase,-
-,-,there's no harm in doing sth,-,C1,phrase,-
-,-,have sth against sb/sth,-,C1,phrase,-
-,-,lose your head,IDIOM,C1,phrase,-
-,-,in your heart,-,C1,phrase,-
-,-,have no hesitation in doing sth,-,C1,phrase,-
-,-,high in sth,-,C1,phrase,food and drink
-,-,a history of sth,-,C1,phrase,body and health
-,-,hold an opinion/belief/view,-,C1,phrase,-
-,-,hold a conversation,-,C1,phrase,-
-,-,hold sb's attention/interest,-,C1,phrase,-
-,-,hold sb/sth back,PREVENT MOVEMENT,C1,phrasal verb,people: actions
-,-,hold back sth or hold sth back,NOT TELL,C1,phrasal verb,-
-,-,hold on,CONFUSED/SURPRISED,C1,phrasal verb,-
-,-,on hold,-,C1,phrase,-
-,-,on hold,-,C1,phrase,communication
-,-,the home of sth/sb,-,C1,phrase,-
-,-,make yourself at home,-,C1,phrase,-
-,-,the homeless,-,C1,phrase,-
-,-,in the hope of/that,-,C1,phrase,-
-,-,broaden/expand/widen your horizons,-,C1,phrase,-
-,-,on the horizon,-,C1,phrase,-
-,-,a host of sth,-,C1,phrase,-
-,-,a hot issue/topic,-,C1,phrase,-
-,-,all hours,-,C1,phrase,-
-,-,how come,-,C1,phrase,communication
-,-,"How dare she/you, etc.",-,C1,phrase,communication
-,-,how far,-,C1,phrase,-
-,-,room for improvement,-,C1,phrase,-
-,-,in turn,-,C1,phrase,-
-,-,in aid of sb/sth,-,C1,phrase,-
-,-,in accordance with sth,-,C1,phrase,-
-,-,in bulk,-,C1,phrase,-
-,-,in association with,-,C1,phrase,-
-,-,in the event of sth,-,C1,phrase,-
-,-,in common with sb/sth,-,C1,phrase,-
-,-,in demand,-,C1,phrase,-
-,-,in any event,-,C1,phrase,-
-,-,in sb's favour,-,C1,phrase,-
-,-,be in the public eye,IDIOM,C1,phrase,-
-,-,in the form of sth,-,C1,phrase,-
-,-,in the hope of/that,-,C1,phrase,-
-,-,in your heart,-,C1,phrase,-
-,-,be in sb's interest(s),-,C1,phrase,-
-,-,in the light of sth,-,C1,phrase,-
-,-,in moderation,-,C1,phrase,-
-,-,be in two minds,-,C1,phrase,-
-,-,in a nutshell,IDIOM,C1,phrase,-
-,-,be in position,-,C1,phrase,-
-,-,in the region of sth,-,C1,phrase,-
-,-,in respect of sth,-,C1,phrase,-
-,-,in no time,-,C1,phrase,-
-,-,in reverse,-,C1,phrase,-
-,-,in turn,-,C1,phrase,-
-,-,in tune,-,C1,phrase,-
-,-,in no way/not in any way,-,C1,phrase,-
-,-,in vain,-,C1,phrase,-
-,-,in a sense,-,C1,phrase,communication
-,-,in short,-,C1,phrase,communication
-,-,in store,-,C1,phrase,-
-,-,incapable of sth/doing sth,-,C1,phrase,-
-,-,"be inclined to think/believe/agree, etc.",-,C1,phrase,-
-,-,on the increase,-,C1,phrase,-
-,-,take the initiative,-,C1,phrase,-
-,-,know sth inside out,IDIOM,C1,phrase,communication
-,-,insist on sth,-,C1,phrasal verb,-
-,-,be intended for,-,C1,phrase,-
-,-,be in sb's interest(s),-,C1,phrase,-
-,-,take issue (with sb/sth),-,C1,phrase,communication
-,-,be a joke,-,C1,phrase,-
-,-,crack a joke,-,C1,phrase,-
-,-,it's just as well,-,C1,phrase,communication
-,-,"I/you/we, etc. will just have to do sth",-,C1,phrase,-
-,-,keep track,-,C1,phrase,-
-,-,keep your word,-,C1,phrase,-
-,-,keep sb going,-,C1,phrase,-
-,-,keep an eye out for sb/sth,IDIOM,C1,phrase,-
-,-,keep your cool,IDIOM,C1,phrase,-
-,-,keep pace with sb/sth,-,C1,phrase,-
-,-,keep sb posted,IDIOM,C1,phrase,-
-,-,keep a low profile,IDIOM,C1,phrase,-
-,-,keep sb/sth from doing sth ,-,C1,phrasal verb,people: actions
-,-,be key to sth,-,C1,phrase,-
-,-,kick in,-,C1,phrasal verb,-
-,-,kick off,-,C1,phrasal verb,-
-,-,kick sb out,-,C1,phrasal verb,people: actions
-,-,before you know it,-,C1,phrase,communication
-,-,know sth inside out,IDIOM,C1,phrase,communication
-,-,know what you are talking about,-,C1,phrase,-
-,-,be known to do sth,-,C1,phrase,-
-,-,the labour market,-,C1,phrase,-
-,-,be lacking in sth,-,C1,phrase,-
-,-,"land in/on, etc.",-,C1,phrase,-
-,-,foul language,-,C1,phrase,-
-,-,strong language,-,C1,phrase,communication
-,-,by and large,-,C1,phrase,-
-,-,by law,-,C1,phrase,-
-,-,"lay sth down/in/on, etc.",-,C1,phrase,people: actions
-,-,lay sb off or lay off sb,-,C1,phrasal verb,work
-,-,lay sth out or lay out sth,-,C1,phrasal verb,-
-,-,the leadership,-,C1,phrase,-
-,-,at the very least,-,C1,phrase,describing things
-,-,to say the least,-,C1,phrase,communication
-,-,leave sb doing sth,-,C1,phrase,-
-,-,legal action,-,C1,phrase,-
-,-,"I/he, etc. couldn't care less",-,C1,phrase,communication
-,-,let alone,-,C1,phrase,-
-,-,take the liberty of doing sth,-,C1,phrase,-
-,-,lie ahead,-,C1,phrasal verb,-
-,-,for life,-,C1,phrase,-
-,-,in the light of sth,-,C1,phrase,-
-,-,like crazy,-,C1,phrase,-
-,-,limitations,-,C1,phrase,-
-,-,a fine/thin line,IDIOM,C1,phrase,-
-,-,line sb/sth up,-,C1,phrasal verb,-
-,-,on loan,-,C1,phrase,-
-,-,on location,-,C1,phrase,-
-,-,for long,-,C1,phrase,-
-,-,long ago,-,C1,phrase,-
-,-,look on the bright side,IDIOM,C1,phrase,-
-,-,look on/upon sb/sth as sth ,-,C1,phrasal verb,-
-,-,look up,-,C1,phrasal verb,-
-,-,lose your head,IDIOM,C1,phrase,-
-,-,be lost without sb/sth,-,C1,phrase,-
-,-,keep a low profile,IDIOM,C1,phrase,-
-,-,be in luck,-,C1,phrase,-
-,-,make time,-,C1,phrase,-
-,-,make ends meet,IDIOM,C1,phrase,money
-,-,make it,-,C1,phrase,-
-,-,make an exception,-,C1,phrase,-
-,-,make yourself at home,-,C1,phrase,-
-,-,make a note of sth,-,C1,phrase,-
-,-,make a point of doing sth,-,C1,phrase,-
-,-,make yourself understood,-,C1,phrase,communication
-,-,as many as,-,C1,phrase,-
-,-,the labour market,-,C1,phrase,-
-,-,Master's (degree),-,C1,phrase,education
-,-,a matter of course,-,C1,phrase,-
-,-,it's only a matter of time,-,C1,phrase,-
-,-,may as well do sth,-,C1,phrase,-
-,-,take it from me,-,C1,phrase,communication
-,-,be meant for sb/sth,-,C1,phrase,-
-,-,by no means; not by any means,-,C1,phrase,-
-,-,by means of,-,C1,phrase,-
-,-,make ends meet,IDIOM,C1,phrase,money
-,-,mess about/around,PLAY,C1,phrasal verb,people: actions
-,-,mess about/around,WASTE TIME,C1,phrasal verb,people: actions
-,-,you might like/want to...,-,C1,phrase,people: personality
-,-,might as well do sth,-,C1,phrase,-
-,-,miles,-,C1,phrase,-
-,-,the military,-,C1,phrase,-
-,-,put/set sb's mind at ease/at rest,-,C1,phrase,-
-,-,put your mind to sth,-,C1,phrase,-
-,-,be in two minds,-,C1,phrase,-
-,-,come to mind,-,C1,phrase,-
-,-,give sth a miss,-,C1,phrase,-
-,-,in moderation,-,C1,phrase,-
-,-,for the most part,-,C1,phrase,-
-,-,mouth of a river,-,C1,phrase,-
-,-,move on,NEW PLACE,C1,phrasal verb,"people: actions, travel"
-,-,move on,NEW SUBJECT,C1,phrasal verb,communication
-,-,move on,NEW ACTIVITY,C1,phrasal verb,-
-,-,not much of a sth,-,C1,phrase,-
-,-,face the music,IDIOM,C1,phrase,-
-,-,(all) to myself,-,C1,phrase,-
-,-,nowhere near,-,C1,phrase,-
-,-,anywhere near sth,-,C1,phrase,-
-,-,not nearly (as/so),-,C1,phrase,-
-,-,be a pain in the neck,IDIOM,C1,phrase,-
-,-,needless to say,-,C1,phrase,communication
-,-,nerves,-,C1,phrase,-
-,-,get on sb's nerves,-,C1,phrase,-
-,-,new blood,IDIOM,C1,phrase,-
-,-,be bad/good news for sb,-,C1,phrase,-
-,-,the next best thing,-,C1,phrase,-
-,-,a sleepless night,-,C1,phrase,-
-,-,no doubt,-,C1,phrase,-
-,-,no ... whatsoever,-,C1,phrase,-
-,-,the norm,-,C1,phrase,-
-,-,return to normal,-,C1,phrase,-
-,-,not a/one,-,C1,phrase,-
-,-,certainly/definitely/hopefully not,-,C1,phrase,communication
-,-,make a note of sth,-,C1,phrase,-
-,-,compare notes,-,C1,phrase,communication
-,-,take note (of sth),-,C1,phrase,-
-,-,stop at nothing,-,C1,phrase,-
-,-,nothing of the sort/kind,-,C1,phrase,-
-,-,at short notice,-,C1,phrase,-
-,-,every now and then,-,C1,phrase,-
-,-,nowhere near,-,C1,phrase,-
-,-,in a nutshell,IDIOM,C1,phrase,-
-,-,the object of sth,-,C1,phrase,-
-,-,off the record,IDIOM,C1,phrase,communication
-,-,the old days,-,C1,phrase,-
-,-,"the same old arguments/face/story, etc.",-,C1,phrase,-
-,-,omit to do sth,-,C1,phrase,-
-,-,on the basis of sth,-,C1,phrase,-
-,-,"be on a committee/panel, etc.",-,C1,phrase,work
-,-,be on the ball,IDIOM,C1,phrase,people: personality
-,-,on the grounds of/that,-,C1,phrase,-
-,-,on air,-,C1,phrase,arts and media
-,-,on hold,-,C1,phrase,communication
-,-,on hold,-,C1,phrase,-
-,-,on the horizon,-,C1,phrase,-
-,-,on the increase,-,C1,phrase,-
-,-,on loan,-,C1,phrase,-
-,-,on location,-,C1,phrase,-
-,-,on the road,-,C1,phrase,travel
-,-,on track,IDIOM,C1,phrase,-
-,-,on show,-,C1,phrase,-
-,-,on site,-,C1,phrase,-
-,-,at once,-,C1,phrase,-
-,-,all at once,-,C1,phrase,-
-,-,"open to discussion/suggestions, etc.",-,C1,phrase,-
-,-,have a high/low opinion of sb/sth,-,C1,phrase,-
-,-,be opposed to sth,-,C1,phrase,-
-,-,the opposite sex,-,C1,phrase,-
-,-,the opposition,-,C1,phrase,politics
-,-,have no option (but to do sth),-,C1,phrase,-
-,-,or two,-,C1,phrase,-
-,-,or other,-,C1,phrase,-
-,-,other than,-,C1,phrase,-
-,-,other than that,-,C1,phrase,-
-,-,out of season,-,C1,phrase,food and drink
-,-,out of tune,-,C1,phrase,-
-,-,out of the blue,IDIOM,C1,phrase,-
-,-,out of action,-,C1,phrase,-
-,-,keep pace with sb/sth,-,C1,phrase,-
-,-,be a pain in the neck,IDIOM,C1,phrase,-
-,-,for the most part,-,C1,phrase,-
-,-,a passion for sth,-,C1,phrase,-
-,-,the people,-,C1,phrase,-
-,-,personal hygiene,-,C1,phrase,-
-,-,take sth personally,-,C1,phrase,-
-,-,put/keep sb in the picture,IDIOM,C1,phrase,communication
-,-,"place an advertisement/order, etc.",-,C1,phrase,-
-,-,sb's strong point,-,C1,phrase,people: personality
-,-,make a point of doing sth,-,C1,phrase,-
-,-,the poor,-,C1,phrase,-
-,-,be populated,-,C1,phrase,-
-,-,"pose a danger/problem/threat, etc.",-,C1,phrase,-
-,-,be in a position to do sth,-,C1,phrase,-
-,-,put sb in a difficult position,-,C1,phrase,-
-,-,be in position,-,C1,phrase,-
-,-,"the best/cheapest/worst, etc. possible",-,C1,phrase,-
-,-,keep sb posted,IDIOM,C1,phrase,-
-,-,do everything in your power to do sth,-,C1,phrase,-
-,-,put something into practice,-,C1,phrase,people: actions
-,-,"present a danger/difficulty/problem, etc.",-,C1,phrase,-
-,-,good/bad press,-,C1,phrase,-
-,-,prior to sth,-,C1,phrase,-
-,-,keep a low profile,IDIOM,C1,phrase,-
-,-,"prospective buyers/employers/parents, etc.",-,C1,phrase,-
-,-,be in the public eye,IDIOM,C1,phrase,-
-,-,put your mind to sth,-,C1,phrase,-
-,-,put sb in a difficult position,-,C1,phrase,-
-,-,put something into practice,-,C1,phrase,people: actions
-,-,put a stop to sth,-,C1,phrase,-
-,-,put sth forward or put forward sth,-,C1,phrasal verb,communication
-,-,put sth together or put together sth,PREPARE,C1,phrasal verb,-
-,-,be a question of,-,C1,phrase,-
-,-,"race along/down/over, etc.",-,C1,phrase,people: actions
-,-,raise your voice,-,C1,phrase,communication
-,-,at random,-,C1,phrase,-
-,-,be a rarity,-,C1,phrase,-
-,-,first-/second-/third-rate,-,C1,phrase,-
-,-,read up on sth,-,C1,phrasal verb,communication
-,-,"realize an ambition/dream/goal, etc.",-,C1,phrase,-
-,-,the rear,-,C1,phrase,-
-,-,put/set the record straight,IDIOM,C1,phrase,communication
-,-,off the record,IDIOM,C1,phrase,communication
-,-,refer to sb/sth,RELATE TO,C1,phrasal verb,-
-,-,a reflection of sth,-,C1,phrase,-
-,-,regardless of,-,C1,phrase,-
-,-,in the region of sth,-,C1,phrase,-
-,-,relate to sb,-,C1,phrasal verb,relationships
-,-,relate to sb/sth,-,C1,phrasal verb,-
-,-,in respect of sth,-,C1,phrase,-
-,-,return to normal,-,C1,phrase,-
-,-,in reverse,-,C1,phrase,-
-,-,the rich,-,C1,phrase,-
-,-,get rid of sb,-,C1,phrase,-
-,-,have a/no right to do sth,-,C1,phrase,-
-,-,"rip sth out/off/from, etc.",-,C1,phrase,-
-,-,mouth of a river,-,C1,phrase,-
-,-,on the road,-,C1,phrase,travel
-,-,room for improvement,-,C1,phrase,-
-,-,the root of sth,-,C1,phrase,-
-,-,be/lie in ruins,-,C1,phrase,-
-,-,a rule of thumb,IDIOM,C1,phrase,-
-,-,run down sb/sth or run sb/sth down,-,C1,phrasal verb,communication
-,-,run on sth,-,C1,phrasal verb,-
-,-,running water,-,C1,phrase,-
-,-,rush into sth,-,C1,phrasal verb,-
-,-,a safe place; somewhere safe,-,C1,phrase,-
-,-,safe to say,-,C1,phrase,communication
-,-,in safe hands,IDIOM,C1,phrase,-
-,-,"the same old arguments/face/story, etc.",-,C1,phrase,-
-,-,in the same way,-,C1,phrase,-
-,-,all/just the same,-,C1,phrase,communication
-,-,be satisfied that,-,C1,phrase,-
-,-,"satisfy conditions/needs/requirements, etc.",-,C1,phrase,-
-,-,save sb (from) doing sth,-,C1,phrase,-
-,-,say sth to yourself,-,C1,phrase,-
-,-,to say the least,-,C1,phrase,communication
-,-,easier said than done,IDIOM,C1,phrase,-
-,-,safe to say,-,C1,phrase,communication
-,-,needless to say,-,C1,phrase,communication
-,-,scare sb/sth away/off or scare away/off sb/sth,-,C1,phrasal verb,-
-,-,scare sb away/off or scare away/off sb,-,C1,phrasal verb,-
-,-,from scratch,IDIOM,C1,phrase,-
-,-,out of season,-,C1,phrase,food and drink
-,-,I'll/we'll see,-,C1,phrase,communication
-,-,you see,-,C1,phrase,-
-,-,wait and see,-,C1,phrase,-
-,-,in a sense,-,C1,phrase,communication
-,-,set foot in/on sth,-,C1,phrase,-
-,-,set back sb/sth or set sb/sth back,-,C1,phrasal verb,-
-,-,be all set,-,C1,phrase,-
-,-,settle in,-,C1,phrasal verb,people: personality
-,-,settle down,MAKE HOME,C1,phrasal verb,"buildings, people: actions"
-,-,the opposite sex,-,C1,phrase,-
-,-,a shade,-,C1,phrase,-
-,-,shake up sth or shake sth up,-,C1,phrasal verb,-
-,-,"share your problems/thoughts/ideas, etc.",-,C1,phrase,communication
-,-,shed tears,-,C1,phrase,"people: actions, people: personality"
-,-,at short notice,-,C1,phrase,-
-,-,in short,-,C1,phrase,communication
-,-,to cut a long story short,IDIOM,C1,phrase,-
-,-,on show,-,C1,phrase,-
-,-,look on the bright side,IDIOM,C1,phrase,-
-,-,"sincere apologies/thanks, etc.",-,C1,phrase,-
-,-,on site,-,C1,phrase,-
-,-,a skeleton crew/staff/service,-,C1,phrase,work
-,-,a sleepless night,-,C1,phrase,-
-,-,to do so,-,C1,phrase,-
-,-,even so,-,C1,phrase,-
-,-,so as not to do sth,-,C1,phrase,-
-,-,"solid gold/silver/wood, etc.",-,C1,phrase,-
-,-,be/have something to do with sth/sb,-,C1,phrase,-
-,-,no sooner ... than,-,C1,phrase,-
-,-,to spare,-,C1,phrase,-
-,-,speak for/on behalf of sb,-,C1,phrase,communication
-,-,exceed the speed limit,-,C1,phrase,-
-,-,up to speed,-,C1,phrase,-
-,-,"squeeze through/past, etc.",-,C1,phrase,people: actions
-,-,stand at sth,-,C1,phrase,-
-,-,stand up to sb/sth ,-,C1,phrasal verb,-
-,-,"two-star/three-star, etc.",-,C1,phrase,-
-,-,start out,-,C1,phrasal verb,-
-,-,from start to finish,-,C1,phrase,-
-,-,for a start,-,C1,phrase,communication
-,-,stay away from sth,-,C1,phrasal verb,-
-,-,stay on,-,C1,phrasal verb,-
-,-,stem from sth,-,C1,phrasal verb,-
-,-,step by step,-,C1,phrase,-
-,-,stop at nothing,-,C1,phrase,-
-,-,put a stop to sth,-,C1,phrase,-
-,-,in store,-,C1,phrase,-
-,-,store up sth,REMEMBER,C1,phrasal verb,-
-,-,to cut a long story short,IDIOM,C1,phrase,-
-,-,get sth straight,-,C1,phrase,-
-,-,put/set the record straight,IDIOM,C1,phrase,communication
-,-,not think straight,-,C1,phrase,-
-,-,the final/last straw,IDIOM,C1,phrase,-
-,-,go from strength to strength,-,C1,phrase,-
-,-,strike a balance,-,C1,phrase,-
-,-,"stroll along/down/through, etc.",-,C1,phrase,people: actions
-,-,strong language,-,C1,phrase,communication
-,-,sb's strong point,-,C1,phrase,people: personality
-,-,subject to sth,-,C1,phrase,-
-,-,be suited to/for sth,-,C1,phrase,-
-,-,suppose/supposing (that),-,C1,phrase,-
-,-,a sure thing,-,C1,phrase,-
-,-,be sure to do sth,-,C1,phrase,-
-,-,take effect,-,C1,phrase,-
-,-,take your time,-,C1,phrase,-
-,-,take it from me,-,C1,phrase,communication
-,-,take care of sth/doing sth,-,C1,phrase,-
-,-,take sth on board,IDIOM,C1,phrase,-
-,-,take the initiative,-,C1,phrase,-
-,-,take issue (with sb/sth),-,C1,phrase,communication
-,-,take the liberty of doing sth,-,C1,phrase,-
-,-,take sth personally,-,C1,phrase,-
-,-,take note (of sth),-,C1,phrase,-
-,-,take sb's word for it,-,C1,phrase,communication
-,-,take on sth or take sth on,-,C1,phrasal verb,"people: actions, work"
-,-,take to sb/sth,-,C1,phrasal verb,people: personality
-,-,"talk business/politics, etc.",-,C1,phrase,communication
-,-,know what you are talking about,-,C1,phrase,-
-,-,"tear sth out of/off/down, etc.",-,C1,phrase,-
-,-,tear up sth or tear sth up,-,C1,phrasal verb,people: actions
-,-,shed tears,-,C1,phrase,"people: actions, people: personality"
-,-,tell the difference,-,C1,phrase,-
-,-,that's that,-,C1,phrase,-
-,-,that is (to say),-,C1,phrase,-
-,-,every now and then,-,C1,phrase,-
-,-,all things considered,-,C1,phrase,communication
-,-,the next best thing,-,C1,phrase,-
-,-,a sure thing,-,C1,phrase,-
-,-,not think straight,-,C1,phrase,-
-,-,think of sb/sth as sth,-,C1,phrase,-
-,-,think twice,-,C1,phrase,-
-,-,not think twice,-,C1,phrase,-
-,-,"throw sth in/on, etc.",-,C1,phrase,people: actions
-,-,throw yourself into sth,-,C1,phrasal verb,-
-,-,a rule of thumb,IDIOM,C1,phrase,-
-,-,for the time being,-,C1,phrase,-
-,-,about/high time,-,C1,phrase,-
-,-,make time,-,C1,phrase,-
-,-,at times,-,C1,phrase,-
-,-,take your time,-,C1,phrase,-
-,-,behind the times,-,C1,phrase,-
-,-,it's only a matter of time,-,C1,phrase,-
-,-,in no time,-,C1,phrase,-
-,-,to say the least,-,C1,phrase,communication
-,-,to do so,-,C1,phrase,-
-,-,to spare,-,C1,phrase,-
-,-,to the contrary,-,C1,phrase,-
-,-,toss (a coin),-,C1,phrase,people: actions
-,-,on track,IDIOM,C1,phrase,-
-,-,keep track,-,C1,phrase,-
-,-,sb's travels,-,C1,phrase,-
-,-,I trust (that),-,C1,phrase,-
-,-,out of tune,-,C1,phrase,-
-,-,in tune,-,C1,phrase,-
-,-,"turn 16/21, etc.",-,C1,phrase,-
-,-,turn a blind eye (to sth),IDIOM,C1,phrase,-
-,-,in turn,-,C1,phrase,-
-,-,in turn,-,C1,phrase,-
-,-,in turn,-,C1,phrase,-
-,-,think twice,-,C1,phrase,-
-,-,not think twice,-,C1,phrase,-
-,-,or two,-,C1,phrase,-
-,-,be in two minds,-,C1,phrase,-
-,-,I/we understand (that)...,-,C1,phrase,communication
-,-,make yourself understood,-,C1,phrase,communication
-,-,the unemployed,-,C1,phrase,-
-,-,be unique to sb/sth,-,C1,phrase,-
-,-,the unknown,-,C1,phrase,-
-,-,up to speed,-,C1,phrase,-
-,-,urge sb to do sth,-,C1,phrase,-
-,-,do your utmost,-,C1,phrase,-
-,-,in vain,-,C1,phrase,-
-,-,at face value,IDIOM,C1,phrase,-
-,-,with a view to doing sth,-,C1,phrase,-
-,-,raise your voice,-,C1,phrase,communication
-,-,the vote,-,C1,phrase,politics
-,-,wait and see,-,C1,phrase,-
-,-,running water,-,C1,phrase,-
-,-,in no way/not in any way,-,C1,phrase,-
-,-,by way of sth,-,C1,phrase,-
-,-,get/have your (own) way,-,C1,phrase,-
-,-,(take) the easy way out,IDIOM,C1,phrase,-
-,-,may/might as well do sth,-,C1,phrase,-
-,-,it's just as well,-,C1,phrase,communication
-,-,be all very well,-,C1,phrase,-
-,-,no ... whatsoever,-,C1,phrase,-
-,-,when it comes to sth/doing sth,-,C1,phrase,-
-,-,conventional wisdom,-,C1,phrase,-
-,-,with the aid of sth,-,C1,phrase,-
-,-,with flying colours,IDIOM,C1,phrase,-
-,-,with a view to doing sth,-,C1,phrase,-
-,-,give sb your word,-,C1,phrase,communication
-,-,keep your word,-,C1,phrase,-
-,-,take sb's word for it,-,C1,phrase,communication
-,-,can work sth; know how to work sth,-,C1,phrase,-
-,-,(have) the best of both worlds,IDIOM,C1,phrase,-
-,-,write sth up or write up sth,-,C1,phrasal verb,"communication, people: actions"
-,-,"wrongly accused/convicted/imprisoned, etc.",-,C1,phrase,-
-,-,as yet,-,C1,phrase,-
-,-,you see,-,C1,phrase,-
-,-,Absolutely not.,-,C2,phrase,communication
-,-,of your own accord,-,C2,phrase,-
-,-,on no account; not on any account,-,C2,phrase,-
